id_raw,compte_bancaire,pays,annee,type_de_localisation,acces_au_telephone,taille_du_menage,age,sexe,relation_avec_le_chef_de_famille,etat_civil,niveau_education,type_de_job,Group Age
17453,No,Tanzania,2017,Urban,No,3,42,Female,Spouse,Célibataire,No formal education,Self employed,40-50
17454,Yes,Tanzania,2017,Rural,Yes,2,42,Male,Head of Household,Célibataire,Tertiary education,Self employed,40-50
17455,Yes,Tanzania,2017,Rural,Yes,1,24,Male,Head of Household,Divorcé(e),Primary education,Self employed,20-30
17456,No,Tanzania,2017,Urban,No,2,17,Male,Parent,Divorcé(e),Primary education,Self employed,10-20
17457,No,Tanzania,2017,Urban,Yes,4,57,Female,Spouse,Célibataire,Primary education,Self employed,50-60
17458,No,Tanzania,2017,Urban,Yes,1,34,Female,Head of Household,Marié(e),Primary education,Self employed,30-40
17459,No,Tanzania,2017,Urban,Yes,2,22,Male,Head of Household,Célibataire,Primary education,Self employed,20-30
17460,No,Tanzania,2017,Urban,No,2,22,Female,Spouse,Célibataire,Primary education,Informally employed,20-30
17461,Yes,Tanzania,2017,Rural,Yes,1,40,Female,Head of Household,Veuf/Veuve,Secondary education,Self employed,30-40
17462,No,Tanzania,2017,Urban,No,2,30,Female,Spouse,Célibataire,Primary education,Informally employed,20-30
17463,No,Tanzania,2017,Urban,No,1,70,Female,Head of Household,Veuf/Veuve,No formal education,Self employed,60-70
17464,No,Tanzania,2017,Rural,Yes,2,31,Male,Head of Household,Célibataire,Tertiary education,Self employed,30-40
17465,No,Tanzania,2017,Urban,Yes,3,50,Male,Head of Household,Célibataire,Secondary education,Informally employed,40-50
17466,No,Tanzania,2017,Rural,No,1,32,Male,Head of Household,Divorcé(e),Primary education,Informally employed,30-40
17467,No,Tanzania,2017,Urban,Yes,4,17,Female,Parent,Divorcé(e),Primary education,Self employed,10-20
17468,No,Tanzania,2017,Urban,Yes,2,70,Female,Head of Household,Veuf/Veuve,Primary education,Remittance Dependent,60-70
17469,No,Tanzania,2017,Urban,Yes,1,70,Female,Head of Household,Célibataire,No formal education,No Income,60-70
17470,No,Tanzania,2017,Rural,Yes,2,30,Female,Head of Household,Célibataire,Primary education,Self employed,20-30
17471,No,Tanzania,2017,Urban,Yes,2,36,Male,Head of Household,Célibataire,Primary education,Informally employed,30-40
17472,No,Tanzania,2017,Urban,No,1,35,Female,Head of Household,Célibataire,Primary education,Self employed,30-40
17473,No,Tanzania,2017,Urban,Yes,2,31,Female,Spouse,Célibataire,Primary education,Self employed,30-40
17474,No,Tanzania,2017,Rural,Yes,2,51,Female,Spouse,Célibataire,Primary education,Self employed,50-60
17475,No,Tanzania,2017,Rural,Yes,6,56,Male,Head of Household,Célibataire,Primary education,Self employed,50-60
17476,No,Tanzania,2017,Rural,Yes,1,22,Male,Head of Household,Célibataire,Primary education,Informally employed,20-30
17477,No,Tanzania,2017,Urban,No,1,26,Female,Head of Household,Marié(e),Primary education,Informally employed,20-30
17478,No,Tanzania,2017,Rural,Yes,3,37,Male,Head of Household,Célibataire,Primary education,Self employed,30-40
17479,No,Tanzania,2017,Rural,No,1,24,Male,Head of Household,Marié(e),Primary education,Informally employed,20-30
17480,No,Tanzania,2017,Urban,Yes,2,29,Male,Head of Household,Célibataire,Vocational/Specialised training,Self employed,20-30
17481,No,Tanzania,2017,Urban,Yes,1,42,Female,Spouse,Célibataire,Primary education,Self employed,40-50
17482,Yes,Tanzania,2017,Rural,Yes,2,27,Female,Spouse,Célibataire,Primary education,No Income,20-30
17483,No,Tanzania,2017,Rural,No,1,41,Male,Head of Household,Marié(e),Primary education,Informally employed,40-50
17484,No,Tanzania,2017,Rural,Yes,2,67,Male,Head of Household,Célibataire,Primary education,Self employed,60-70
17485,No,Tanzania,2017,Urban,No,3,32,Female,Spouse,Célibataire,Primary education,Self employed,30-40
17486,No,Tanzania,2017,Urban,Yes,1,74,Male,Head of Household,Célibataire,Tertiary education,Remittance Dependent,70-80
17487,No,Tanzania,2017,Urban,No,3,40,Male,Head of Household,Marié(e),Primary education,Informally employed,30-40
17488,No,Tanzania,2017,Urban,Yes,2,31,Male,Head of Household,Célibataire,Primary education,Self employed,30-40
17489,No,Tanzania,2017,Urban,Yes,6,22,Male,Parent,Célibataire,Primary education,Self employed,20-30
17490,No,Tanzania,2017,Rural,Yes,1,20,Female,Head of Household,Divorcé(e),Primary education,Informally employed,10-20
17491,No,Tanzania,2017,Urban,No,2,25,Male,Parent,Divorcé(e),Primary education,Informally employed,20-30
17492,No,Tanzania,2017,Urban,No,3,30,Female,Spouse,Célibataire,No formal education,Self employed,20-30
17493,No,Tanzania,2017,Rural,Yes,3,37,Female,Parent,Marié(e),Primary education,Self employed,30-40
17494,No,Tanzania,2017,Rural,No,3,16,Male,Parent,Divorcé(e),Secondary education,No Income,10-20
17495,No,Tanzania,2017,Rural,No,2,16,Female,Child,Divorcé(e),Primary education,Self employed,10-20
17496,No,Tanzania,2017,Urban,Yes,6,30,Female,Parent,Célibataire,Primary education,Remittance Dependent,20-30
17497,No,Tanzania,2017,Rural,Yes,2,32,Female,Spouse,Célibataire,Primary education,Self employed,30-40
17498,No,Tanzania,2017,Urban,No,4,73,Male,Head of Household,Célibataire,No formal education,Informally employed,70-80
17499,No,Tanzania,2017,Urban,No,4,36,Female,Head of Household,Célibataire,Primary education,Informally employed,30-40
17500,Yes,Tanzania,2017,Rural,Yes,2,30,Male,Head of Household,Célibataire,Tertiary education,Self employed,20-30
17501,No,Tanzania,2017,Urban,Yes,1,24,Male,Head of Household,Célibataire,Tertiary education,Self employed,20-30
17502,No,Tanzania,2017,Rural,No,4,18,Male,Parent,Divorcé(e),Primary education,Self employed,10-20
17503,No,Tanzania,2017,Urban,Yes,2,45,Female,Head of Household,Célibataire,Primary education,Self employed,40-50
17504,No,Tanzania,2017,Urban,Yes,2,33,Male,Head of Household,Célibataire,Primary education,Self employed,30-40
17505,No,Tanzania,2017,Urban,Yes,3,52,Male,Head of Household,Célibataire,Primary education,Self employed,50-60
17506,No,Tanzania,2017,Urban,No,2,47,Male,Head of Household,Marié(e),Primary education,Self employed,40-50
17507,No,Tanzania,2017,Urban,No,1,70,Female,Head of Household,Veuf/Veuve,No formal education,Remittance Dependent,60-70
17508,No,Tanzania,2017,Rural,No,1,34,Female,Head of Household,Célibataire,Primary education,Self employed,30-40
17509,No,Tanzania,2017,Urban,Yes,3,17,Male,Parent,Divorcé(e),Primary education,Self employed,10-20
17510,No,Tanzania,2017,Urban,No,3,74,Female,Spouse,Célibataire,No formal education,Self employed,70-80
17511,No,Tanzania,2017,Urban,No,1,29,Female,Head of Household,Célibataire,Primary education,Self employed,20-30
17512,No,Tanzania,2017,Urban,Yes,2,25,Female,Parent,Célibataire,Primary education,Informally employed,20-30
17513,No,Tanzania,2017,Urban,Yes,2,25,Female,Parent,Divorcé(e),Tertiary education,Self employed,20-30
17514,Yes,Tanzania,2017,Urban,Yes,1,32,Male,Head of Household,Divorcé(e),Vocational/Specialised training,Formally employed Private,30-40
17515,No,Tanzania,2017,Urban,Yes,2,39,Male,Head of Household,Célibataire,Primary education,Self employed,30-40
17516,No,Tanzania,2017,Rural,Yes,1,22,Female,Head of Household,Divorcé(e),Tertiary education,Formally employed Private,20-30
17517,Yes,Tanzania,2017,Rural,Yes,4,54,Male,Head of Household,Célibataire,Secondary education,Formally employed Private,50-60
17518,No,Tanzania,2017,Urban,Yes,1,70,Male,Head of Household,Marié(e),No formal education,Remittance Dependent,60-70
17519,No,Tanzania,2017,Urban,No,4,70,Female,Child,Marié(e),No formal education,Self employed,60-70
17520,No,Tanzania,2017,Urban,Yes,4,43,Male,Head of Household,Célibataire,Primary education,Self employed,40-50
17521,No,Tanzania,2017,Urban,No,2,28,Male,Head of Household,Célibataire,Primary education,Self employed,20-30
17522,No,Tanzania,2017,Rural,No,1,38,Female,Head of Household,Veuf/Veuve,Primary education,Self employed,30-40
17523,No,Tanzania,2017,Rural,Yes,2,23,Male,Head of Household,Célibataire,Primary education,Self employed,20-30
17524,No,Tanzania,2017,Urban,Yes,2,27,Female,Spouse,Célibataire,Primary education,Self employed,20-30
17525,No,Tanzania,2017,Urban,No,1,40,Female,Head of Household,Veuf/Veuve,Primary education,Self employed,30-40
17526,No,Tanzania,2017,Urban,Yes,1,25,Female,Head of Household,Veuf/Veuve,No formal education,Informally employed,20-30
17527,Yes,Tanzania,2017,Urban,Yes,2,32,Male,Head of Household,Célibataire,Vocational/Specialised training,Informally employed,30-40
17528,Yes,Tanzania,2017,Rural,Yes,2,52,Male,Head of Household,Célibataire,Primary education,Self employed,50-60
17529,No,Tanzania,2017,Urban,Yes,2,45,Male,Head of Household,Célibataire,Primary education,Self employed,40-50
17530,No,Tanzania,2017,Rural,No,2,38,Male,Head of Household,Célibataire,Primary education,Self employed,30-40
17531,No,Tanzania,2017,Urban,Yes,1,52,Female,Head of Household,Veuf/Veuve,No formal education,Self employed,50-60
17532,No,Tanzania,2017,Urban,No,1,45,Female,Head of Household,Célibataire,Primary education,Self employed,40-50
17533,No,Tanzania,2017,Rural,No,2,44,Female,Spouse,Célibataire,Primary education,Self employed,40-50
17534,No,Tanzania,2017,Urban,No,2,25,Female,Spouse,Célibataire,Tertiary education,Self employed,20-30
17535,No,Tanzania,2017,Rural,No,5,40,Female,Head of Household,Marié(e),No formal education,Remittance Dependent,30-40
17536,Yes,Tanzania,2017,Rural,Yes,1,34,Female,Head of Household,Marié(e),Tertiary education,Remittance Dependent,30-40
17537,No,Tanzania,2017,Urban,Yes,2,22,Male,Head of Household,Célibataire,Secondary education,Self employed,20-30
17538,No,Tanzania,2017,Urban,Yes,4,47,Female,Head of Household,Célibataire,No formal education,Self employed,40-50
17539,Yes,Tanzania,2017,Rural,Yes,2,18,Female,Other non-relatives,Divorcé(e),Primary education,Formally employed Private,10-20
17540,No,Tanzania,2017,Urban,No,7,19,Female,Parent,Célibataire,Primary education,Self employed,10-20
17541,Yes,Tanzania,2017,Rural,Yes,5,43,Male,Head of Household,Célibataire,Primary education,Formally employed Private,40-50
17542,No,Tanzania,2017,Urban,No,4,16,Female,Parent,Divorcé(e),Secondary education,No Income,10-20
17543,No,Tanzania,2017,Rural,Yes,1,52,Female,Head of Household,Veuf/Veuve,No formal education,Other Income,50-60
17544,No,Tanzania,2017,Urban,No,3,20,Female,Parent,Divorcé(e),Primary education,No Income,10-20
17545,No,Tanzania,2017,Urban,Yes,3,19,Male,Other relative,Divorcé(e),Secondary education,Self employed,10-20
17546,Yes,Tanzania,2017,Rural,No,1,26,Female,Head of Household,Divorcé(e),Tertiary education,Self employed,20-30
17547,No,Tanzania,2017,Urban,Yes,4,36,Female,Spouse,Célibataire,Primary education,Remittance Dependent,30-40
17548,Yes,Tanzania,2017,Rural,Yes,2,58,Female,Head of Household,Veuf/Veuve,Tertiary education,Formally employed Private,50-60
17549,No,Tanzania,2017,Urban,No,2,20,Female,Spouse,Célibataire,Primary education,Informally employed,10-20
17550,No,Tanzania,2017,Urban,Yes,2,47,Female,Spouse,Célibataire,Primary education,Self employed,40-50
17551,No,Tanzania,2017,Rural,Yes,1,21,Male,Head of Household,Divorcé(e),Secondary education,Informally employed,20-30
17552,No,Tanzania,2017,Urban,Yes,3,62,Male,Head of Household,Célibataire,Primary education,Self employed,60-70
17553,No,Tanzania,2017,Urban,No,2,40,Male,Head of Household,Célibataire,Primary education,Self employed,30-40
17554,No,Tanzania,2017,Urban,Yes,1,42,Female,Head of Household,Marié(e),Primary education,Informally employed,40-50
17555,No,Tanzania,2017,Rural,Yes,3,50,Female,Spouse,Célibataire,Secondary education,Self employed,40-50
17556,No,Tanzania,2017,Rural,Yes,2,23,Female,Spouse,Célibataire,Primary education,No Income,20-30
17557,No,Tanzania,2017,Urban,No,1,50,Male,Head of Household,Marié(e),Primary education,Self employed,40-50
17558,No,Tanzania,2017,Urban,Yes,2,37,Male,Head of Household,Célibataire,Primary education,Self employed,30-40
17559,No,Tanzania,2017,Urban,Yes,1,36,Female,Head of Household,Célibataire,Primary education,Remittance Dependent,30-40
17560,No,Tanzania,2017,Urban,No,3,47,Male,Head of Household,Célibataire,Primary education,Self employed,40-50
17561,No,Tanzania,2017,Urban,No,1,59,Female,Head of Household,Marié(e),No formal education,Self employed,50-60
17562,Yes,Tanzania,2017,Rural,Yes,2,40,Male,Head of Household,Célibataire,Primary education,Formally employed Private,30-40
17563,No,Tanzania,2017,Rural,Yes,2,23,Female,Spouse,Célibataire,Primary education,Remittance Dependent,20-30
17564,No,Tanzania,2017,Rural,Yes,2,45,Female,Head of Household,Veuf/Veuve,Primary education,Self employed,40-50
17565,No,Tanzania,2017,Rural,Yes,1,50,Female,Head of Household,Veuf/Veuve,Tertiary education,Self employed,40-50
17566,No,Tanzania,2017,Urban,Yes,1,85,Female,Head of Household,Marié(e),No formal education,Remittance Dependent,80+
17567,No,Tanzania,2017,Urban,No,2,36,Male,Head of Household,Célibataire,Primary education,Self employed,30-40
17568,No,Tanzania,2017,Urban,Yes,3,42,Male,Head of Household,Célibataire,No formal education,Self employed,40-50
17569,No,Tanzania,2017,Rural,Yes,2,37,Female,Head of Household,Marié(e),No formal education,Self employed,30-40
17570,Yes,Tanzania,2017,Rural,Yes,2,37,Male,Head of Household,Célibataire,Secondary education,Informally employed,30-40
17571,No,Tanzania,2017,Rural,No,2,26,Female,Spouse,Célibataire,No formal education,Self employed,20-30
17572,No,Tanzania,2017,Urban,Yes,2,37,Male,Head of Household,Célibataire,Primary education,Self employed,30-40
17573,No,Tanzania,2017,Rural,Yes,3,27,Female,Spouse,Célibataire,Primary education,Remittance Dependent,20-30
17574,No,Tanzania,2017,Urban,Yes,1,25,Male,Spouse,Célibataire,Primary education,Remittance Dependent,20-30
17575,No,Tanzania,2017,Urban,Yes,3,41,Female,Spouse,Célibataire,Primary education,Self employed,40-50
17576,No,Tanzania,2017,Rural,Yes,2,39,Female,Head of Household,Célibataire,Primary education,Self employed,30-40
17577,No,Tanzania,2017,Urban,Yes,3,51,Female,Head of Household,Veuf/Veuve,No formal education,Self employed,50-60
17578,No,Tanzania,2017,Rural,Yes,1,35,Female,Head of Household,Célibataire,Primary education,Self employed,30-40
17579,No,Tanzania,2017,Urban,No,2,32,Female,Spouse,Célibataire,Primary education,Self employed,30-40
17580,No,Tanzania,2017,Urban,No,4,39,Female,Head of Household,Célibataire,No formal education,Self employed,30-40
17581,No,Tanzania,2017,Rural,No,2,42,Female,Spouse,Célibataire,No formal education,Self employed,40-50
17582,No,Tanzania,2017,Urban,No,2,21,Female,Spouse,Célibataire,Primary education,Informally employed,20-30
17583,No,Tanzania,2017,Urban,No,2,27,Male,Head of Household,Célibataire,Secondary education,Self employed,20-30
17584,No,Tanzania,2017,Urban,Yes,2,19,Male,Head of Household,Divorcé(e),Primary education,Informally employed,10-20
17585,No,Tanzania,2017,Urban,No,2,44,Female,Spouse,Célibataire,Primary education,Self employed,40-50
17586,No,Tanzania,2017,Urban,No,4,30,Male,Parent,Divorcé(e),Primary education,Self employed,20-30
17587,No,Tanzania,2017,Rural,Yes,2,30,Male,Head of Household,Célibataire,Tertiary education,Informally employed,20-30
17588,Yes,Tanzania,2017,Urban,Yes,2,26,Female,Spouse,Célibataire,Tertiary education,Self employed,20-30
17589,Yes,Tanzania,2017,Urban,Yes,2,23,Male,Head of Household,Célibataire,No formal education,Informally employed,20-30
17590,No,Tanzania,2017,Urban,Yes,4,22,Male,Parent,Divorcé(e),Primary education,Self employed,20-30
17591,No,Tanzania,2017,Urban,No,2,26,Female,Spouse,Célibataire,Secondary education,Self employed,20-30
17592,No,Tanzania,2017,Rural,Yes,1,48,Female,Head of Household,Marié(e),Primary education,Self employed,40-50
17593,No,Tanzania,2017,Rural,No,3,16,Female,Parent,Divorcé(e),Secondary education,Remittance Dependent,10-20
17594,No,Tanzania,2017,Urban,No,2,22,Female,Spouse,Célibataire,No formal education,Self employed,20-30
17595,No,Tanzania,2017,Urban,No,2,38,Female,Head of Household,Divorcé(e),No formal education,Informally employed,30-40
17596,No,Tanzania,2017,Urban,Yes,1,25,Female,Other non-relatives,Divorcé(e),Primary education,Informally employed,20-30
17597,No,Tanzania,2017,Urban,Yes,1,22,Male,Head of Household,Divorcé(e),Primary education,Self employed,20-30
17598,No,Tanzania,2017,Urban,No,2,22,Female,Spouse,Célibataire,Primary education,Self employed,20-30
17599,No,Tanzania,2017,Rural,Yes,1,31,Male,Head of Household,Divorcé(e),Primary education,Self employed,30-40
17600,No,Tanzania,2017,Urban,Yes,2,25,Female,Spouse,Célibataire,Primary education,Self employed,20-30
17601,No,Tanzania,2017,Urban,Yes,1,72,Female,Head of Household,Marié(e),Primary education,Remittance Dependent,70-80
17602,Yes,Tanzania,2017,Urban,Yes,3,35,Male,Head of Household,Célibataire,Primary education,Formally employed Private,30-40
17603,No,Tanzania,2017,Urban,Yes,2,32,Female,Spouse,Célibataire,Primary education,Self employed,30-40
17604,No,Tanzania,2017,Rural,Yes,1,73,Female,Head of Household,Veuf/Veuve,Primary education,Self employed,70-80
17605,No,Tanzania,2017,Urban,No,2,34,Male,Head of Household,Célibataire,Primary education,Self employed,30-40
17606,No,Tanzania,2017,Rural,Yes,4,20,Female,Other relative,Divorcé(e),Vocational/Specialised training,Remittance Dependent,10-20
17607,No,Tanzania,2017,Rural,Yes,5,42,Female,Parent,Marié(e),Primary education,Informally employed,40-50
17608,No,Tanzania,2017,Urban,No,2,55,Male,Head of Household,Célibataire,Primary education,Remittance Dependent,50-60
17609,No,Tanzania,2017,Urban,Yes,2,38,Male,Head of Household,Célibataire,Primary education,Self employed,30-40
17610,No,Tanzania,2017,Urban,Yes,1,27,Female,Head of Household,Célibataire,Primary education,Self employed,20-30
17611,No,Tanzania,2017,Urban,No,2,25,Female,Spouse,Célibataire,Primary education,Informally employed,20-30
17612,No,Tanzania,2017,Urban,Yes,2,34,Female,Parent,Marié(e),Primary education,Self employed,30-40
17613,No,Tanzania,2017,Urban,Yes,2,18,Female,Parent,Divorcé(e),Primary education,Self employed,10-20
17614,No,Tanzania,2017,Urban,No,2,36,Female,Spouse,Célibataire,No formal education,Informally employed,30-40
17615,No,Tanzania,2017,Urban,Yes,2,55,Male,Head of Household,Célibataire,No formal education,Other Income,50-60
17616,No,Tanzania,2017,Urban,Yes,4,43,Female,Head of Household,Célibataire,Primary education,Self employed,40-50
17617,No,Tanzania,2017,Urban,No,3,17,Female,Parent,Divorcé(e),Primary education,No Income,10-20
17618,No,Tanzania,2017,Urban,Yes,2,30,Male,Head of Household,Célibataire,Tertiary education,Formally employed Private,20-30
17619,No,Tanzania,2017,Rural,Yes,3,46,Female,Head of Household,Veuf/Veuve,Primary education,Self employed,40-50
17620,No,Tanzania,2017,Urban,Yes,1,57,Female,Head of Household,Veuf/Veuve,Primary education,Self employed,50-60
17621,No,Tanzania,2017,Rural,Yes,2,56,Female,Head of Household,Veuf/Veuve,Primary education,Informally employed,50-60
17622,No,Tanzania,2017,Urban,No,2,35,Female,Spouse,Célibataire,No formal education,Self employed,30-40
17623,No,Tanzania,2017,Urban,No,2,19,Female,Spouse,Célibataire,Primary education,Informally employed,10-20
17624,No,Tanzania,2017,Urban,Yes,2,72,Male,Head of Household,Célibataire,Primary education,Remittance Dependent,70-80
17625,No,Tanzania,2017,Urban,Yes,2,21,Female,Spouse,Célibataire,Tertiary education,Self employed,20-30
17626,No,Tanzania,2017,Urban,No,2,26,Male,Head of Household,Célibataire,Primary education,Self employed,20-30
17627,No,Tanzania,2017,Rural,No,2,23,Female,Spouse,Célibataire,Primary education,Self employed,20-30
17628,No,Tanzania,2017,Urban,Yes,4,24,Female,Parent,Marié(e),Primary education,Self employed,20-30
17629,No,Tanzania,2017,Urban,No,2,42,Female,Spouse,Célibataire,Primary education,Informally employed,40-50
17630,No,Tanzania,2017,Urban,Yes,3,38,Male,Head of Household,Célibataire,Primary education,Self employed,30-40
17631,No,Tanzania,2017,Urban,Yes,3,36,Male,Head of Household,Célibataire,Primary education,Self employed,30-40
17632,No,Tanzania,2017,Rural,Yes,3,17,Male,Other non-relatives,Divorcé(e),Primary education,Informally employed,10-20
17633,No,Tanzania,2017,Urban,Yes,3,37,Female,Parent,Marié(e),Primary education,Self employed,30-40
17634,No,Tanzania,2017,Urban,Yes,2,41,Male,Head of Household,Célibataire,Primary education,Self employed,40-50
17635,No,Tanzania,2017,Rural,Yes,2,40,Male,Head of Household,Célibataire,Vocational/Specialised training,Informally employed,30-40
17636,No,Tanzania,2017,Urban,Yes,5,28,Male,Parent,Célibataire,Primary education,Self employed,20-30
17637,No,Tanzania,2017,Urban,Yes,2,41,Male,Head of Household,Célibataire,Primary education,Self employed,40-50
17638,No,Tanzania,2017,Urban,No,3,27,Female,Spouse,Célibataire,Primary education,Self employed,20-30
17639,No,Tanzania,2017,Rural,No,3,16,Male,Parent,Divorcé(e),Secondary education,No Income,10-20
17640,No,Tanzania,2017,Urban,Yes,2,31,Female,Head of Household,Célibataire,Primary education,Informally employed,30-40
17641,No,Tanzania,2017,Rural,Yes,2,31,Female,Head of Household,Divorcé(e),Primary education,Remittance Dependent,30-40
17642,No,Tanzania,2017,Urban,No,2,31,Male,Head of Household,Divorcé(e),Primary education,Self employed,30-40
17643,No,Tanzania,2017,Urban,Yes,2,31,Female,Spouse,Célibataire,Primary education,Informally employed,30-40
17644,No,Tanzania,2017,Urban,Yes,2,21,Male,Parent,Divorcé(e),Tertiary education,Formally employed Private,20-30
17645,No,Tanzania,2017,Urban,No,3,18,Female,Other relative,Divorcé(e),Tertiary education,Remittance Dependent,10-20
17646,No,Tanzania,2017,Urban,Yes,3,38,Male,Head of Household,Célibataire,Primary education,Self employed,30-40
17647,No,Tanzania,2017,Urban,No,5,52,Male,Head of Household,Célibataire,Primary education,Self employed,50-60
17648,No,Tanzania,2017,Rural,No,1,40,Female,Head of Household,Veuf/Veuve,No formal education,Self employed,30-40
17649,No,Tanzania,2017,Urban,No,4,45,Male,Head of Household,Célibataire,Primary education,Informally employed,40-50
17650,Yes,Tanzania,2017,Urban,Yes,1,50,Male,Head of Household,Célibataire,Tertiary education,Formally employed Private,40-50
17651,No,Tanzania,2017,Urban,No,2,16,Female,Parent,Divorcé(e),Secondary education,Self employed,10-20
17652,No,Tanzania,2017,Urban,Yes,2,29,Male,Head of Household,Célibataire,Primary education,Self employed,20-30
17653,No,Tanzania,2017,Urban,No,1,60,Female,Head of Household,Veuf/Veuve,Primary education,Self employed,50-60
17654,Yes,Tanzania,2017,Urban,Yes,2,35,Male,Head of Household,Célibataire,Vocational/Specialised training,Formally employed Private,30-40
17655,No,Tanzania,2017,Urban,Yes,2,39,Female,Spouse,Célibataire,No formal education,Self employed,30-40
17656,No,Tanzania,2017,Rural,Yes,1,32,Male,Head of Household,Divorcé(e),Tertiary education,Informally employed,30-40
17657,No,Tanzania,2017,Urban,Yes,2,30,Male,Head of Household,Célibataire,Primary education,Informally employed,20-30
17658,No,Tanzania,2017,Rural,No,2,30,Female,Spouse,Célibataire,Primary education,No Income,20-30
17659,No,Tanzania,2017,Rural,Yes,1,26,Male,Head of Household,Divorcé(e),Primary education,Self employed,20-30
17660,No,Tanzania,2017,Urban,Yes,2,32,Female,Spouse,Célibataire,Primary education,Self employed,30-40
17661,No,Tanzania,2017,Urban,Yes,2,60,Male,Head of Household,Célibataire,Primary education,Self employed,50-60
17662,No,Tanzania,2017,Urban,Yes,2,60,Female,Spouse,Célibataire,No formal education,Informally employed,50-60
17663,No,Tanzania,2017,Urban,Yes,6,24,Male,Parent,Célibataire,Primary education,Self employed,20-30
17664,Yes,Tanzania,2017,Urban,Yes,5,68,Female,Head of Household,Célibataire,Primary education,Informally employed,60-70
17665,No,Tanzania,2017,Urban,No,1,25,Female,Head of Household,Célibataire,Primary education,Self employed,20-30
17666,No,Tanzania,2017,Urban,Yes,2,48,Female,Head of Household,Veuf/Veuve,Primary education,Self employed,40-50
17667,No,Tanzania,2017,Urban,Yes,4,46,Female,Spouse,Célibataire,Primary education,Self employed,40-50
17668,No,Tanzania,2017,Urban,Yes,2,42,Male,Head of Household,Célibataire,Primary education,Self employed,40-50
17669,No,Tanzania,2017,Rural,Yes,2,28,Female,Spouse,Célibataire,Primary education,Informally employed,20-30
17670,No,Tanzania,2017,Urban,Yes,2,42,Male,Head of Household,Célibataire,No formal education,Self employed,40-50
17671,No,Tanzania,2017,Urban,Yes,4,23,Male,Parent,Divorcé(e),Tertiary education,Self employed,20-30
17672,No,Tanzania,2017,Urban,No,2,70,Male,Head of Household,Marié(e),No formal education,Self employed,60-70
17673,No,Tanzania,2017,Urban,Yes,2,23,Female,Spouse,Célibataire,Primary education,Remittance Dependent,20-30
17674,No,Tanzania,2017,Urban,Yes,1,36,Male,Head of Household,Célibataire,Primary education,Self employed,30-40
17675,No,Tanzania,2017,Rural,No,2,70,Male,Head of Household,Célibataire,Primary education,Informally employed,60-70
17676,No,Tanzania,2017,Urban,Yes,4,47,Male,Head of Household,Célibataire,Primary education,Self employed,40-50
17677,No,Tanzania,2017,Urban,No,2,22,Female,Spouse,Célibataire,No formal education,Remittance Dependent,20-30
17678,No,Tanzania,2017,Rural,Yes,2,67,Female,Head of Household,Veuf/Veuve,Primary education,Remittance Dependent,60-70
17679,No,Tanzania,2017,Urban,No,1,43,Female,Head of Household,Marié(e),Primary education,Self employed,40-50
17680,No,Tanzania,2017,Urban,No,2,49,Male,Head of Household,Célibataire,Primary education,Self employed,40-50
17681,No,Tanzania,2017,Rural,Yes,5,43,Male,Head of Household,Célibataire,Primary education,Informally employed,40-50
17682,No,Tanzania,2017,Urban,Yes,2,27,Female,Spouse,Célibataire,Primary education,Self employed,20-30
17683,No,Tanzania,2017,Urban,No,4,48,Female,Head of Household,Célibataire,Primary education,Self employed,40-50
17684,No,Tanzania,2017,Urban,Yes,2,33,Male,Head of Household,Célibataire,Primary education,Self employed,30-40
17685,Yes,Tanzania,2017,Rural,Yes,1,38,Female,Head of Household,Marié(e),Primary education,Informally employed,30-40
17686,No,Tanzania,2017,Rural,Yes,1,23,Female,Head of Household,Marié(e),Tertiary education,Self employed,20-30
17687,No,Tanzania,2017,Rural,Yes,2,50,Female,Head of Household,Célibataire,Primary education,Self employed,40-50
17688,No,Tanzania,2017,Urban,No,2,23,Female,Spouse,Célibataire,Secondary education,Remittance Dependent,20-30
17689,No,Tanzania,2017,Rural,Yes,2,29,Female,Spouse,Célibataire,Primary education,Remittance Dependent,20-30
17690,No,Tanzania,2017,Urban,Yes,5,63,Male,Head of Household,Célibataire,Primary education,Informally employed,60-70
17691,No,Tanzania,2017,Urban,Yes,1,35,Female,Head of Household,Veuf/Veuve,Primary education,Self employed,30-40
17692,No,Tanzania,2017,Urban,Yes,1,38,Female,Head of Household,Veuf/Veuve,Primary education,Self employed,30-40
17693,No,Tanzania,2017,Urban,Yes,2,18,Female,Parent,Divorcé(e),Primary education,No Income,10-20
17694,Yes,Tanzania,2017,Rural,Yes,1,30,Male,Head of Household,Divorcé(e),Primary education,Self employed,20-30
17695,No,Tanzania,2017,Urban,No,1,35,Male,Head of Household,Marié(e),Primary education,Informally employed,30-40
17696,No,Tanzania,2017,Urban,Yes,1,70,Female,Head of Household,Veuf/Veuve,No formal education,Government Dependent,60-70
17697,No,Tanzania,2017,Rural,Yes,7,40,Female,Other relative,Marié(e),Primary education,Remittance Dependent,30-40
17698,No,Tanzania,2017,Urban,No,2,25,Female,Spouse,Célibataire,Tertiary education,Self employed,20-30
17699,No,Tanzania,2017,Rural,No,9,47,Male,Other relative,Marié(e),Primary education,Self employed,40-50
17700,No,Tanzania,2017,Urban,Yes,2,65,Female,Spouse,Célibataire,Primary education,Self employed,60-70
17701,No,Tanzania,2017,Rural,No,2,65,Female,Head of Household,Célibataire,No formal education,Self employed,60-70
